short,name,material,region,mat_flag,wavelength_um,tau_fs,F0_jcm2,reference_I0_wcm2,I0_wcm2,n0,n2_m2_per_w,Eg_eV,mred_over_me,transmission_factor,dataset,density_index,intensity_index,I_wcm2,ne_cm3,log10_I_grid_wcm2,log10_ne_grid_cm3,Wpi_grid_cm3_fs,Wav_grid_cm3_fs,Wtotal_grid_cm3_fs,log10_Wtotal_grid_cm3_fs
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,21,1389495494373.136,10000000000.0,12.142857142857142,10.0,277596487.7700768,0.006272532244714333,277596487.77634937,8.443413967009763
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,22,1757510624854.7966,10000000000.0,12.244897959183675,10.0,1133425928.0344665,0.007933845132620016,1133425928.0424004,9.05439314325955
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,23,2222996482526.191,10000000000.0,12.346938775510203,10.0,4624166730.5285845,0.01003516540571638,4624166730.538619,9.665033484765294
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,24,2811768697974.237,10000000000.0,12.448979591836736,10.0,18846998924.457283,0.012693031315426206,18846998924.46998,10.275242205772287
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,25,3556480306223.121,10000000000.0,12.551020408163264,10.0,76718331791.20552,0.01605484687702441,76718331791.22157,10.884899150709218
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,26,4498432668969.453,10000000000.0,12.653061224489797,10.0,311778931609.5864,0.02030705682821736,311778931609.60675,11.493846764493508
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,27,5689866029018.305,10000000000.0,12.755102040816327,10.0,1264370658640.7786,0.025685486768147688,1264370658640.8042,12.101874408918375
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,28,7196856730011.528,10000000000.0,12.857142857142858,10.0,5113190711059.099,0.032488421936159265,5113190711059.131,12.708691991282377
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,29,9102981779915.227,10000000000.0,12.959183673469388,10.0,20600694394295.0,0.041093149973347086,20600694394295.04,13.313881859520995
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,30,11513953993264.48,10000000000.0,13.061224489795919,10.0,82566348957616.98,0.051976885120805116,82566348957617.03,13.916803080737157
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,31,14563484775012.443,10000000000.0,13.16326530612245,10.0,328384298817166.6,0.06574323430093876,328384298817166.7,14.51638238383084
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,32,18420699693267.164,10000000000.0,13.26530612244898,10.0,1290223596267128.5,0.08315567287848241,1290223596267128.5,15.11066498022963
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,33,23299518105153.72,10000000000.0,13.36734693877551,10.0,4956793628377056.0,0.1051798866514609,4956793628377056.0,15.69520083782329
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,34,29470517025518.098,10000000000.0,13.46938775510204,10.0,1.812275593097262e+16,0.133037328339349,1.812275593097262e+16,16.258224241608122
