short,name,material,region,mat_flag,wavelength_um,tau_fs,F0_jcm2,reference_I0_wcm2,I0_wcm2,n0,n2_m2_per_w,Eg_eV,mred_over_me,transmission_factor,dataset,point_index,I_wcm2,gamma_nacl_reference,Wpi_peak_cm3_fs,Wav_peak_cm3_fs,Wtotal_peak_cm3_fs,ne_max_cm3
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,46,494171336132383.8,0.4701037705534734,7.10697114084902e+20,5.088049084265055e+21,5.798746198349958e+21,5.5090790891623425e+23
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,47,625055192527397.6,0.4179971554969447,1.1980455478521032e+21,6.435654895564059e+21,7.573793936836004e+21,7.311356126199727e+23
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,48,790604321090770.1,0.37166607236064003,2.5460282883466965e+21,8.140178486959237e+21,1.018235433916147e+22,9.871783225156036e+23
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,49,1000000000000000.0,0.33047035733953506,4.6778937115685463e+21,1.0296151985442213e+22,1.4268294425563583e+22,1.3532275351121002e+24
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,0,10000000000.0,8.98063965468467,2.7165478196069125e-125,3.0419568176291314e-267,2.7165478196069125e-125,7.273683812346546e-123
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,1,12648552168.552958,7.9852195735032065,8.702815776000305e-119,3.951964935103526e-254,8.702815776000305e-119,2.3311525497240806e-116
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,2,15998587196.060574,7.100132517152822,2.7502971424059236e-112,4.997007251531534e-241,2.7502971424059236e-112,7.370671073243492e-110
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,3,20235896477.251556,6.313149099670231,8.540923001207768e-106,6.10314794364241e-228,8.540923001207768e-106,2.2904431107056044e-103
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,4,25595479226.99533,5.6133954483781086,2.5859883702321755e-99,7.091099826043737e-215,2.5859883702321755e-99,6.94218002045265e-97
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,5,32374575428.1764,4.99120295788959,7.4535598140228925e-93,7.485988149318603e-202,7.4535598140228925e-93,2.00576773177104e-90
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,6,40949150623.80419,4.437974697478994,1.8093815419532283e-86,5.704512825074628e-189,1.8093815419532283e-86,4.9250400240330175e-84
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,7,51794746792.31202,3.946066625948544,7.191604753399675e-82,1.1528244930817002e-179,7.191604753399675e-82,2.0085664622278463e-79
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,8,65512855685.954956,3.508681972718396,2.2679323034760345e-75,1.3923234322726917e-166,2.2679323034760345e-75,6.080008399397304e-73
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,9,82864277285.4686,3.1197773257869876,6.708413062651389e-69,1.554367167912877e-153,6.708413062651389e-69,1.8065531183135107e-66
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,10,104811313415.46873,2.773979128964446,4.4846909325332644e-64,1.7120271380388789e-143,4.4846909325332644e-64,1.7248485955270427e-61
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,11,132571136559.0111,2.4665094346082,1.3411919752796257e-57,9.915360726267931e-131,1.3411919752796257e-57,3.607164283191543e-55
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,12,167683293681.101,2.1931198859749013,1.320652753184458e-52,1.2376692798667445e-120,1.320652753184458e-52,3.6184557457786115e-50
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,13,212095088792.01926,1.9500330170123956,6.488012875525044e-47,3.7544982181970926e-109,6.488012875525044e-47,1.7765051107616956e-44
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,14,268269579527.97272,1.7338900585218546,1.106981014860746e-41,1.464894528596136e-98,1.106981014860746e-41,3.112670762134144e-39
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,15,339322177189.53296,1.5417045295196714,4.908978430981934e-37,4.293451582422275e-89,4.908978430981934e-37,1.5109251464125561e-34
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,16,429193426012.8778,1.3708209725637066,9.544375627199724e-32,1.699225614389843e-78,9.544375627199724e-32,2.6268852910265157e-29
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,17,542867543932.3859,1.218878262883465,2.1508771321611355e-27,1.0723387582860654e-69,2.1508771321611355e-27,5.906070885538537e-25
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,18,686648845004.2998,1.0837769843507186,5.462589054363534e-23,1.0021078804935392e-60,5.462589054363534e-23,1.5997857370546096e-20
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,19,868511373751.352,0.963650421519279,3.5370953130313e-19,5.062398470010892e-53,3.5370953130313e-19,1.0217960583771072e-16
